550012545,LiibanDirir,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
127669143,Dodeaitken,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
401143695,_ften,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
496989805,ojieahmad,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
227092856,rdgwrites,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
199636816,Marcellobyng,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
416767476,chrisbaich,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
208129719,JitenVaja,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
588567603,MK100m,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
128867463,RocketMan_28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
279428717,David_Chooks,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
997273656,SerefAFC,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
203151316,thanussanxenon,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
134571789,TexasPete33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
185867074,Thywill_JO,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
40406103,trippt0733,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
405354629,sayaSYED,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
599354495,bashiryero01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
724853858,Calum_Graham,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
566503683,davey_ads,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
113860225,robin_jude,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
235688941,RobynLeiigh23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
426251377,Jayy_Sinn,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
23405327,yesdeekay,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
419732513,jackhayes__,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
745157624,Spectrum_Chris,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
364938163,Bradders_76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
603984090,J4ck_Barnes,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
19560238,Mr_J2U,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
20202485,PunkDuck66,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
234693033,dcarbs79,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
321354637,Lugantara17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
353266680,Wonxii_,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
359852728,tom_claark,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
468264140,_davidgooners,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
337115855,CheukHengY,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
359879546,AlanDrajad,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
388184980,MrsBryant3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1013216760,RedDevilCast,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
370104419,Alto_ing,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
433316710,JOEMMG,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1709441834,Natethagreat86H,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
453319933,mgulczynski9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
630363713,SwaggaOwens,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
135489413,CamanchoCMAR,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
152636148,Sophie_Berry,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
233771960,DarwinLuvShan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
